health,fault,fault_prob,anom_flag,risk,risk_level,timestamp
63.275066666666696,0,0.18,1,44.23495999999999,MEDIUM,2025-11-22 09:45:35
82.92113333333332,0,0.013333333333333334,1,25.78065333333334,LOW,2025-11-22 09:45:36
72.01,0,0.44666666666666666,1,49.660666666666664,MEDIUM,2025-11-22 09:45:37
81.44506666666675,0,0.006666666666666667,1,26.39962666666662,LOW,2025-11-22 09:45:38
63.885333333333364,0,0.3466666666666667,1,50.53546666666665,MEDIUM,2025-11-22 09:45:39
70.64593333333339,0,0.20666666666666667,1,40.87910666666663,MEDIUM,2025-11-22 09:45:40
71.15813333333334,0,0.20666666666666667,1,40.57178666666666,MEDIUM,2025-11-22 09:45:41
67.82633333333331,0,0.4266666666666667,1,51.37086666666668,MEDIUM,2025-11-22 09:45:42
73.61046666666667,0,0.2866666666666667,1,42.30038666666667,MEDIUM,2025-11-22 09:45:43
81.17859999999999,0,0.32666666666666666,1,39.359506666666675,LOW,2025-11-22 09:45:44
65.24220000000004,0,0.10666666666666667,1,40.12134666666664,MEDIUM,2025-11-22 09:45:45
87.10813333333329,0,0.07333333333333333,1,25.668453333333364,LOW,2025-11-22 09:45:46
90.47926666666669,0,0.22,1,29.512439999999984,LOW,2025-11-22 09:45:47
70.9312666666667,0,0.02,1,33.241239999999976,LOW,2025-11-22 09:45:48
87.55466666666663,0,0.006666666666666667,1,22.733866666666685,LOW,2025-11-22 09:45:49
83.55820000000003,0,0.38666666666666666,1,40.33174666666665,MEDIUM,2025-11-22 09:45:50
91.78626666666675,0,0.29333333333333333,1,31.661573333333287,LOW,2025-11-22 09:45:52
76.1156666666667,0,0.30666666666666664,1,41.59726666666665,MEDIUM,2025-11-22 09:45:53
66.64753333333343,0,0.26666666666666666,1,45.678146666666606,MEDIUM,2025-11-22 09:45:54
88.23413333333328,0,0.006666666666666667,1,22.3261866666667,LOW,2025-11-22 09:45:55
89.79220000000002,0,0.006666666666666667,1,21.391346666666653,LOW,2025-11-22 09:45:56
69.09960000000001,0,0.04,1,35.14024,LOW,2025-11-22 09:45:57
86.69899999999991,0,0.006666666666666667,1,23.247266666666718,LOW,2025-11-22 09:45:58
96.5730000000001,0,0.02,1,17.856199999999934,LOW,2025-11-22 09:45:59
97.70673333333353,0,0.006666666666666667,1,16.64262666666655,LOW,2025-11-22 09:46:00
88.4732,0,0.04666666666666667,1,23.78274666666666,LOW,2025-11-22 09:46:01
83.40146666666665,0,0.38666666666666666,1,40.42578666666668,MEDIUM,2025-11-22 09:46:02
84.28693333333331,0,0.31333333333333335,1,36.96117333333335,LOW,2025-11-22 09:46:03
82.82026666666667,0,0.04666666666666667,1,27.17450666666667,LOW,2025-11-22 09:46:04
83.55573333333334,0,0.4266666666666667,1,41.93322666666666,MEDIUM,2025-11-22 09:46:05
78.93840000000003,0,0.02,1,28.43695999999998,LOW,2025-11-22 09:46:06
87.60113333333322,0,0.013333333333333334,1,22.972653333333398,LOW,2025-11-22 09:46:07
95.27140000000003,0,0.006666666666666667,1,18.10382666666665,LOW,2025-11-22 09:46:08
72.22139999999999,0,0.006666666666666667,1,31.933826666666672,LOW,2025-11-22 09:46:09
70.20420000000007,0,0.26,1,43.277479999999954,MEDIUM,2025-11-22 09:46:10
89.52740000000006,0,0.02666666666666667,1,22.350226666666632,LOW,2025-11-22 09:46:11
95.84913333333347,0,0.02,1,18.29051999999992,LOW,2025-11-22 09:46:12
69.54660000000003,0,0.02666666666666667,1,34.33870666666665,LOW,2025-11-22 09:46:13
84.70413333333326,0,0.23333333333333334,1,33.51085333333337,LOW,2025-11-22 09:46:15
93.4285333333333,0,0.006666666666666667,1,19.209546666666682,LOW,2025-11-22 09:46:16
83.96480000000011,0,0.36666666666666664,1,39.287786666666605,LOW,2025-11-22 09:46:17
72.56226666666659,0,0.0,1,31.46264000000005,LOW,2025-11-22 09:46:18
83.5934666666667,0,0.38,1,40.04391999999998,MEDIUM,2025-11-22 09:46:19
82.29066666666671,0,0.25333333333333335,1,35.75893333333331,LOW,2025-11-22 09:46:20
85.95453333333327,0,0.22666666666666666,1,32.4939466666667,LOW,2025-11-22 09:46:21
81.44080000000007,0,0.26666666666666666,1,36.80218666666663,LOW,2025-11-22 09:46:22
83.17786666666669,0,0.32666666666666666,1,38.159946666666656,LOW,2025-11-22 09:46:23
85.96993333333327,0,0.22666666666666666,1,32.4847066666667,LOW,2025-11-22 09:46:24
86.41673333333333,0,0.006666666666666667,1,23.416626666666673,LOW,2025-11-22 09:46:25
66.52586666666673,0,0.34,1,48.684479999999965,MEDIUM,2025-11-22 09:46:26
87.6375333333334,0,0.006666666666666667,1,22.684146666666628,LOW,2025-11-22 09:46:27
66.81340000000009,0,0.02,1,35.71195999999995,LOW,2025-11-22 09:46:28
75.87053333333336,0,0.006666666666666667,1,29.74434666666665,LOW,2025-11-22 09:46:29
68.86666666666669,0,0.05333333333333334,1,35.81333333333332,LOW,2025-11-22 09:46:30
92.4630666666666,0,0.006666666666666667,1,19.788826666666704,LOW,2025-11-22 09:46:31
82.64913333333342,0,0.37333333333333335,1,40.34385333333328,MEDIUM,2025-11-22 09:46:32
75.56813333333339,0,0.006666666666666667,1,29.925786666666635,LOW,2025-11-22 09:46:33
84.30626666666662,0,0.006666666666666667,1,24.682906666666696,LOW,2025-11-22 09:46:34
80.82300000000004,0,0.28,1,37.70619999999998,LOW,2025-11-22 09:46:36
87.25913333333325,0,0.02666666666666667,1,23.711186666666716,LOW,2025-11-22 09:46:37
97.6395333333335,0,0.006666666666666667,1,16.682946666666563,LOW,2025-11-22 09:46:38
83.1910666666667,0,0.36666666666666664,1,39.752026666666644,LOW,2025-11-22 09:46:39
83.15386666666662,0,0.3333333333333333,1,38.44101333333336,LOW,2025-11-22 09:46:40
