winding_temp,oil_temp,load_percent,tap_position,hydrogen_ppm,acetylene_ppm,oil_level,oil_moisture,buchholz_alarm,health_score,fault_flag,dataset_type,health,fault,fault_prob,anom_flag,anom_score
109.31032235927036,61.763351182211714,127.7149205799391,3.0,53.30110314202106,22.30933452797904,50.10119987414016,20.596060932128168,0.0,20.939250936917915,0.0,training,,,,,
90.11473228725896,72.66186961292712,102.52822024368918,23.0,109.71782410975965,5.689880790447716,75.08955480293216,8.165194551819,0.0,29.98612045029789,0.0,training,,,,,
84.25276725924792,36.7074290147112,91.54427307062195,17.0,256.99423458011097,21.10945838810841,48.12542508245596,18.992045362589195,0.0,38.99215576945697,0.0,training,,,,,
62.41039975343675,60.096807487196685,20.266615456367173,10.0,472.6637075305631,1.2575014149265151,58.20494515808933,15.762305700451014,0.0,56.844779776680056,1.0,training,,,,,
69.8449969669189,87.23807836149163,58.3779807815498,1.0,373.1631024147716,36.816674016669765,94.26125147557612,28.77275109210961,0.0,40.114478803211576,1.0,training,,,,,
57.32929380545535,39.17392301702429,126.96345855342274,24.0,337.751996889038,38.15897966855368,59.26806371798675,20.98344579815609,0.0,32.98881444142373,1.0,training,,,,,
74.37037282015083,95.49907022514606,84.4508680351661,8.0,340.1699084533729,20.864491583563076,98.92612444270664,11.38555956884807,0.0,30.168934170315797,1.0,training,,,,,
59.04455446012364,65.78544564098594,113.50980646043932,21.0,206.11105203394465,14.451750279463388,49.93794496270293,27.36802145677412,0.0,33.90660927796121,0.0,training,,,,,
81.29128570833424,42.85475935357211,38.03152740480213,31.0,183.6645112778737,41.76705379638225,48.61885671446584,14.210773338812766,0.0,56.02347825520391,1.0,training,,,,,
85.71147789213319,55.59076873433811,93.10586488987924,8.0,345.9409684280636,10.143096928006868,99.00908903907032,24.87011528168897,0.0,32.60339794457404,1.0,training,,,,,
55.466944148600106,92.57066179053596,85.07378975063757,30.0,300.1929708779316,23.808601174465306,91.88603492560824,12.337881230344218,0.0,36.09313526199288,1.0,training,,,,,
113.15627322289998,66.20292172375815,110.74163004618876,3.0,250.97847551439185,47.65224998016412,44.08777754515232,5.362141675498945,0.0,20.22828882537891,1.0,training,,,,,
117.41847984626912,37.92776896875922,46.482020593619794,25.0,83.92397284878521,11.001103858699237,87.30735352311302,22.26094966175565,0.0,47.43674060961924,0.0,training,,,,,
100.5853045584055,82.90712284584293,65.8509913663378,2.0,273.4907660992158,1.035340319503758,80.04171153961016,24.851745392637827,0.0,33.04713655934438,0.0,training,,,,,
115.34010802420248,103.74589523782578,80.41340826053042,29.0,375.0355698996622,13.374756475974417,97.6778052068399,6.49137815493755,0.0,18.791060070231865,1.0,training,,,,,
53.90864535735759,62.08146934669921,119.5426829852982,1.0,437.8906080267876,5.440343201194131,91.54873950356772,21.01124932185446,0.0,29.485927735195546,1.0,training,,,,,
79.22811293528072,40.96659209194294,33.598323927240884,25.0,485.951885455287,47.56920615721097,78.05573528482454,11.5362955105768,0.0,52.20111846051322,1.0,training,,,,,
76.10848616731306,99.8949492404292,44.89557441284012,18.0,351.4192194179757,45.69930000926088,99.90031246380184,14.040383739583666,0.0,40.49683189787434,1.0,training,,,,,
109.4860126339286,87.48712953973398,63.47009279962195,10.0,452.0054328086314,24.63521450976755,92.46255056689849,26.0549216045901,1.0,27.04993443751184,1.0,training,,,,,
51.392005846835374,55.800298531213066,37.48973375030951,2.0,315.5144523593013,25.4501880819004,51.60865740816695,8.966665081878432,0.0,58.43472965976967,1.0,training,,,,,
50.24957899571342,41.15216503465293,109.61092389230944,10.0,335.68843080132285,22.21938553100974,45.36336220292564,19.718600557530937,0.0,39.61012646042178,1.0,training,,,,,
78.85674524544848,41.30661561787776,78.99038721871523,9.0,251.20233910441763,15.964643033952274,90.780673247913,7.942363692961616,0.0,43.30332761735941,0.0,training,,,,,
76.7475969865766,107.63486696366306,99.34365804677608,9.0,50.15523835748613,31.55502047066952,75.65145747057477,6.019133482804696,0.0,28.4799251794407,1.0,training,,,,,
86.7213806395985,101.8037588316239,107.58064637991885,18.0,498.7739777312951,9.04119652580217,66.8326901367286,15.87306012405496,1.0,15.709229605174045,1.0,training,,,,,
91.363713543799,41.22052605064653,58.9669980361645,31.0,477.076798202965,26.213386876321216,57.74561038379706,26.550192818797825,1.0,41.68333102901229,1.0,training,,,,,
88.42233555394887,41.41703021050056,50.41651406181633,29.0,188.06206481903,18.606664305692465,75.29770969451059,24.68633199030185,0.0,50.724814554487175,0.0,training,,,,,
93.0404416649697,30.157805827653316,41.26712083714928,18.0,416.2734538564293,39.62825605921641,98.0791963539656,13.387420938694264,1.0,50.00272308995354,1.0,training,,,,,
83.1814679789689,73.92501107384794,95.20886823094804,30.0,267.91202671663785,47.702450961042,51.66339835768419,6.328055023000976,0.0,30.498729786871024,1.0,training,,,,,
43.54571623247988,43.46104599985413,112.75071228808474,23.0,234.3402813405296,5.852739393312806,53.289393838825774,11.146249292355602,0.0,41.90934242867319,0.0,training,,,,,
97.10116342368164,103.5015809854076,22.59282346131451,6.0,122.32790003217458,32.1099639520357,53.50234598164504,5.548212144469745,0.0,45.799987907960215,1.0,training,,,,,
114.4473368553355,96.47268495121254,87.61247185945592,19.0,146.14357620807436,2.089627982282549,69.28679636465603,9.70972341928807,2.0,22.88701571392535,1.0,training,,,,,
