winding_temp,oil_temp,load_percent,tap_position,hydrogen_ppm,acetylene_ppm,oil_level,oil_moisture,buchholz_alarm,health_score,fault_flag
118.35112557691998,64.30033941169506,118.33732729843558,3,271.7824044924146,40.73150219097785,44.298031013185074,22.032782080064464,0,16.615304444052015,1
75.23289809819721,90.5382255519335,23.078627924915196,19,435.71629643169433,38.196907339789874,42.57931232464539,9.871107938504357,0,47.44621605895556,1
93.87361107062273,48.97548850081577,21.475209486654613,21,406.27432828728365,23.39476129902551,68.98904670638028,28.369342575671958,0,52.168450120439104,1
92.59356683814562,77.54023725929797,124.92157044558297,9,138.04292328570978,23.7023886344586,86.18090474334107,28.707706204473258,0,21.106231239214907,0
95.38592159560439,77.26144685697565,107.28680075721405,31,304.5776526914542,1.7975110604673883,68.87111040232675,15.907099032951754,1,22.423636948710467,1
78.15939846224484,81.22724032415422,54.28618252718556,13,146.71712552138706,33.288167952548505,93.25410512477524,12.448390259188855,0,44.99450505102453,1
50.8228134070545,45.539774707289396,79.20276309828459,24,414.1208281249361,19.463326112604562,87.2554228120778,22.71262878237647,0,46.1430962147944,1
44.40347810429838,49.41283242120048,44.86326605178577,1,212.38452078952133,40.98798795420062,41.27134440794766,16.24666597975542,0,61.30989375835915,1
40.82013891006666,46.58264176556643,65.66238933710628,18,303.64161233814025,16.832318002154285,55.38869498519766,13.414727672527622,0,54.70688787147535,1
95.5419153770025,66.5644355958665,75.40042919391354,28,118.31153423143547,39.9630181743841,91.68335205169754,20.88651796407145,0,37.8152745937733,1
114.55350612156839,76.70423282862181,84.22549129446709,26,38.06628826977139,15.893955266633109,48.238065116422916,27.51942138277489,0,29.991803750147994,0
73.54992321649007,79.28681998908355,78.40019992761118,22,279.02707952519137,3.0667657695204187,74.34072949166551,15.648665655354868,0,36.65455362927359,0
95.77917659108526,43.15391068243021,70.65927965215633,15,310.9433085676787,49.989846813147935,77.5690711109996,10.039595160781158,0,40.007773648742166,1
52.53039691241345,69.25686190123278,76.24605866122857,24,414.4748964075292,31.363408502026125,99.22627445268473,11.125160521158973,1,41.852712865130925,1
60.81666165401585,109.24319973300892,104.3368938611749,4,55.182573607872094,1.6504412342907226,58.94752945194923,12.256557370722655,0,30.542475009384347,0
79.92901379745376,102.1563464877494,105.13000639904567,12,428.99454064527214,43.88732135036851,77.93083931716527,21.1033929715255,1,19.467584520467526,1
114.12338156162176,81.94546917592298,114.07312847208145,4,275.5292440187173,32.22625510695636,46.114560320679466,15.470841587914153,0,15.347537352411194,1
111.15811807289874,106.36948563231108,80.20654057619518,10,56.54084564831039,22.530271014500435,77.80432005628788,10.78662436353057,1,25.743794269488333,0
44.280486318386906,99.46434582163565,97.21538922968101,1,50.24560451064486,10.190626619264826,58.68166944477203,17.865292300562608,0,38.86748039695894,0
116.13619697583177,74.40561339322882,78.91879435106821,17,259.0371031338032,0.24027205957271036,98.45653932495875,10.210776566085032,0,27.228447709399774,0
44.632533868054196,31.613132441381797,82.49203735399976,4,161.61854052166555,29.020790563485292,91.10022717673286,23.915914456247133,0,54.53925802807686,0
84.73663945017687,53.25710790618642,80.8477182639564,21,297.94361086114463,14.230225874028491,79.2758884629588,11.592853654113835,1,37.95123085980869,0
88.09470524167794,104.04634391047719,51.68942643313824,13,109.09722456833465,0.4423843677893391,54.586463474129914,14.921659685949907,0,39.47828248617691,0
67.74387885877498,45.919166084140514,62.80971265045863,1,390.31743792554573,34.762821045220136,46.88046852982457,5.679619081972119,1,47.23093451482965,1
112.58845804653264,30.97987471724343,42.38770070990805,27,372.1903745336121,49.84495827340108,57.296184124410765,28.872873364245535,0,45.496792841273496,1
114.88168614373018,59.485817849996785,57.58237093135078,19,256.5955632475428,47.077505258855716,92.27328833865877,25.546775001744987,0,36.97579234971201,1
103.63456071186425,67.9311433819052,89.9219530427296,7,113.59724357335506,7.213479346159668,89.9115139990982,28.938029547960397,0,31.25660036136692,0
61.88076353695355,56.40331005901651,45.326591267882684,21,224.98926486762107,37.15874915156843,78.35367847415966,10.878366152511322,0,55.15138442624108,1
68.45602722669511,105.69130996485225,79.79006410749528,25,185.50794605563968,48.434698881478965,83.64677596424991,5.434076651390872,0,34.10055304699439,1
72.95872711063026,82.46659310296097,99.53157163067384,18,299.2669735079815,33.52100403242791,93.58574221261088,15.575833741769895,0,29.422188642388463,1
86.84113565266,37.38992489320475,112.68920541112483,28,328.5984737209656,20.157215295665836,87.66264606666647,22.40097149927309,0,30.433000010437297,1
111.24394595045908,56.15026309226502,78.30272858427927,9,176.30481873613266,20.444267281425542,77.90462568825272,9.346871609454748,0,33.94204594392579,0
